編號,分類,對應PDF,PDF題號,CSV題號,內容判定,答案判定,溯源判定,題號判定,顯示判定,圖片依賴,內嵌圖片數,差異類型,內容差異明細,其他問題,差異摘要
A1-097,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,47,97,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=97/PDF=47),
A1-098,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,48,98,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=98/PDF=48),
A1-099,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,49,99,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=99/PDF=49),
A1-100,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,50,100,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=100/PDF=50),
A2-051,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,1,51,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=51/PDF=1),
A2-052,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,2,52,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=52/PDF=2),
A2-053,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,3,53,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=53/PDF=3),
A2-054,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,4,54,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=54/PDF=4),
A2-055,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,5,55,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=55/PDF=5),
A2-056,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,6,56,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=56/PDF=6),
A2-057,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,7,57,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=57/PDF=7),
A2-058,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,8,58,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=58/PDF=8),
A2-059,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,9,59,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=59/PDF=9),
A2-060,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,10,60,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=60/PDF=10),
A2-061,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,11,61,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=61/PDF=11),
A2-062,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,12,62,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=62/PDF=12),
A2-063,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,13,63,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=63/PDF=13),
A2-064,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,14,64,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=64/PDF=14),
A2-065,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,15,65,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=65/PDF=15),
A2-066,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,16,66,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=66/PDF=16),
A2-067,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,17,67,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=67/PDF=17),
A2-068,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,18,68,PASS,PASS,PASS,FAIL,PASS,是,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=68/PDF=18),
A2-069,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,19,69,PASS,PASS,PASS,FAIL,PASS,是,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=69/PDF=19),
A2-070,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,20,70,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=70/PDF=20),
A2-071,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,21,71,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=71/PDF=21),
A2-072,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,22,72,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=72/PDF=22),
A2-073,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,23,73,FAIL,PASS,PASS,FAIL,PASS,否,0,C5 字元層級瑕疵,選項1不符（C5：刪0/增3/改0） | 選項2不符（C5：刪0/增3/改0）,L2 題號與PDF印刷題號不符(CSV=73/PDF=23),PDF「鑑別式AI(2)生成式AI」｜CSV「(1)鑑別式AI(2)生成式AI」
A2-074,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,24,74,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=74/PDF=24),
A2-075,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,25,75,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=75/PDF=25),
A2-076,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,26,76,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=76/PDF=26),
A2-077,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,27,77,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=77/PDF=27),
A2-078,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,28,78,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=78/PDF=28),
A2-079,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,29,79,PASS,PASS,PASS,FAIL,PASS,是,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=79/PDF=29),
A2-080,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,30,80,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=80/PDF=30),
A2-081,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,31,81,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=81/PDF=31),
A2-082,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,32,82,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=82/PDF=32),
A2-083,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,33,83,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=83/PDF=33),
A2-084,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,34,84,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=84/PDF=34),
A2-085,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,35,85,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=85/PDF=35),
A2-086,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,36,86,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=86/PDF=36),
A2-087,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,37,87,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=87/PDF=37),
A2-088,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,38,88,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=88/PDF=38),
A2-089,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,39,89,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=89/PDF=39),
A2-090,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,40,90,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=90/PDF=40),
A2-091,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,41,91,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=91/PDF=41),
A2-092,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,42,92,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=92/PDF=42),
A2-093,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,43,93,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=93/PDF=43),
A2-094,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,44,94,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=94/PDF=44),
A2-095,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,45,95,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=95/PDF=45),
A2-096,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,46,96,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=96/PDF=46),
A2-097,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,47,97,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=97/PDF=47),
A2-098,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,48,98,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=98/PDF=48),
A2-099,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,49,99,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=99/PDF=49),
A2-100,A2,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,50,100,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=100/PDF=50),
A1-101,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,1,1,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-102,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,2,2,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-103,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,3,3,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-104,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,4,4,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項1不符（C4：刪0/增17/改0）,L1 文件名稱無法對應實體檔 | L4 選項1混入頁首文字 | L4 選項1多餘連續空白,"PDF「透過自然語言處理技術分析財經新聞語意,作為輔助性市場情緒指標」｜CSV「透過自然語言處理技術分析財經新聞語意,作為輔助性市場情緒指標;第一科:人工智慧基礎概論答案題目」"
A1-105,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,5,5,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-106,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,6,6,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-107,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,7,7,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-108,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,8,8,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增16/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某保險公司規劃推出一套AI核保輔助系統,針對線上投保申請進行初步風險評估並自動回覆審核結果.系統開發完成後,依據金融機構運用人工智慧技術作業規範,系統在正式與消」｜CSV「某保險公司規劃推出一套AI核保輔助系統,針對線上投保申請進行初步風險評估並自動回覆審核結果.系統開發完成後,依據金融機構運用人工智慧技術作業規範,系統在正式與消」"
A1-109,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,9,9,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-110,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,10,10,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-111,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,11,11,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-112,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,12,12,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增16/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某製造業導入AI進行生產排程,需整合ERP(企業資源規劃系統)訂單資料,設備感測器產生的連續數值紀錄,以及維修技師手寫異常描述(掃描為PDF).資料治理主管需判」｜CSV「某製造業導入AI進行生產排程,需整合ERP(企業資源規劃系統)訂單資料,第一科:人工智慧基礎概論答案題目設備感測器產生的連續數值紀錄,以及維修技師手寫異常描述(」"
A1-113,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,13,13,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-114,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,14,14,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-115,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,15,15,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-116,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,16,16,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增16/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某企業集團在多個領域導入AI技術,應用於不同業務場景.請問下列哪一項最符合異常檢測(AnomalyDetection)的主要應用目標?」｜CSV「某企業集團在多個領域導入AI技術,應用於不同業務場景.請問下列哪一項最第一科:人工智慧基礎概論答案題目符合異常檢測(AnomalyDetection)的主要應用」"
A1-117,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,17,17,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-118,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,18,18,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-119,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,19,19,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-120,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,20,20,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增16/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某跨國企業需透過網路將各國子公司之敏感資料傳輸至總部進行模型訓練.資訊安全主管要求在傳輸過程中防範中間人攻擊,避免資料遭竊取或竄改.在不影響系統跨國即時傳輸效率」｜CSV「某跨國企業需透過網路將各國子公司之敏感資料傳輸至總部進行模型訓練.資訊安全主管要求在傳輸過程中防範中間人攻擊,避免資料遭竊取或竄改.在不第一科:人工智慧基礎概論」"
A1-121,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,21,21,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-122,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,22,22,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-123,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,23,23,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-124,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,24,24,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增16/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某電商平台導入強化學習(ReinforcementLearning)技術優化商品推薦策略,AI代理(AIAgent)會根據使用者的點擊與購買行為持續調整推薦內容」｜CSV「某電商平台導入強化學習(ReinforcementLearning)技術優化商品推薦策略,AI代理(AIAgent)會根據使用者的點擊與購買行為持續調整推薦內容」"
A1-125,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,25,25,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-126,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,26,26,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-127,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,27,27,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項4不符（C4：刪0/增16/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,PDF「甲與丙」｜CSV「甲與丙第一科:人工智慧基礎概論答案題目」
A1-128,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,28,28,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-129,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,29,29,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-130,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,30,30,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-131,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,31,31,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-132,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,32,32,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增16/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,PDF「某銀行使用LIME(LocalInterpretableModel-agnosticExplanations)來解釋其信貸審核模型的決策結果.分析師在閱讀解釋報」｜CSV「某銀行使用LIME(LocalInterpretableModel-agnosticExplanations)來解釋其信第一科:人工智慧基礎概論答案題目貸審核模」
A1-133,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,33,33,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-134,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,34,34,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-135,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,35,35,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-136,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,36,36,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增16/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「小明剛加入一間電商公司擔任AI專案的業務窗口,在與技術團隊的交接會議中,工程師說明模型訓練時,會持續比對預測值與實際值之間的差距,並透過一套機制逐步調整模型內部」｜CSV「小明剛加入一間電商公司擔任AI專案的業務窗口,在與技術團隊的交接會議中,工程師說明模型訓練時,會持續比對預測值與實際值之間的差距,並透過一套機制逐步調整模型內部」"
A1-137,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,37,37,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-138,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,38,38,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-139,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,39,39,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-140,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,40,40,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增16/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某音樂串流平台希望開發一套AI系統,能根據平台上累積的大量歌曲資料,自動生成具有不同風格變化的全新旋律,供創作者作為靈感參考.平台技術長在評估方案時強調,系統不」｜CSV「某音樂串流平台希望開發一套AI系統,能根據平台上累積的大量歌曲資料,自動生成具有不同風格變化的全新旋律,供創作者作為靈感參考.平台技術長在評估方案時強調,系統不」"
A1-141,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,41,41,PASS,PASS,FAIL,PASS,PASS,是,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-142,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,42,42,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-143,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,43,43,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-144,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,44,44,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增16/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某金融集團評估將大型語言模型導入客服與風控系統,團隊採用如120B參數等級的超大型語言模型以確保回應品質.請問下列何者最能說明企業在正式環境部署超大型語言模型時」｜CSV「某金融集團評估將大型語言模型導入客服與風控系統,團隊採用如120B參數等第一科:人工智慧基礎概論答案題目級的超大型語言模型以確保回應品質.請問下列何者最能說明企」"
A1-145,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,45,45,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-146,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,46,46,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-147,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,47,47,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
